sample_idx,doc_id,party,year,text,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization
34,ParlaMint-NL_2022-06-07-eerstekamer-6.u225,VVD,2022,"Dan mijn tweede vraag. Hoe je het toetredingsproces ook voor je ziet, het is een proces van de hele lange termijn. Ik hoop dat we op korte termijn aan de wederopbouw van Oekraïne kunnen beginnen. Ik heb de minister in dat verband gevraagd of het niet verstandig is om niet alleen massaal in te zetten op humanitaire hup en hulp in de tijd van wederopbouw, maar om ook te kijken naar het verdienvermogen van Oekraïne — Oekraïne kan enorm veel sustainable energy exporteren naar de Europese Unie — en om de handels- en associatieverdragen tot op het maximum uit te rekken zodat het verdienvermogen van Oekraïne zo groot mogelijk is in relatie tot de Europese Unie.",4,1,1,2,1,1,1
35,ParlaMint-NL_2020-05-26-tweedekamer-23.u40,PvdD,2020,"De heer Van 't Wout gaat nu meteen de details in, maar dat vraag ik helemaal niet. In het algemeen zijn we het erover eens dat je de investeringen die je nu doet, die miljarden, ook moet inzetten om de welvaart voor het ""later"" en het ""elders"" houdbaar te houden. Is het dan niet onbegrijpelijk dat de VVD bij alle maatregelen die tot nu toe genomen zijn, alle pakketten die tot nu toe voorgesteld zijn, en alle begrotingen en alle supplementaire begrotingen die zijn goedgekeurd, geen een keer gezegd heeft: ja, we moeten ook kijken naar duurzaamheidseisen?",4,3,1,1,2,1,2
36,ParlaMint-NL_2017-10-12-tweedekamer-9.u16,D66,2017,"Ziet de premier ook het toenemende belang van cybersecurity, nu we steeds meer onderdelen van onze huizen, onze auto's, onze fabrieken, onze bedrijven en onze vitale infrastructuur digitaliseren en aansluiten op het internet? Ziet hij bijvoorbeeld ook, in het licht daarvan, de spanning die er kan zijn tussen cybersecurity en opsporingsbelangen? Een goed voorbeeld hiervan is encryptie, de versleuteling van onze data. Ik heb het daar vaak over met de minister van Veiligheid en Justitie. Mag ik ervan uitgaan dat de premier het goede Nederlandse standpunt over het behoud van sterke encryptie, dus zonder verzwakkingen, zonder achterdeurtjes, voor onze samenleving verdedigt ten opzichte van zijn collega's die meer geneigd zijn om te zeggen: laten we maar wat achterdeurtjes in de encryptie bouwen, zodat we er met onze diensten in kunnen, wat natuurlijk weer heel gevaarlijk is voor de veiligheid van ons internet?",1,1,1,1,1,1,1
37,ParlaMint-NL_2021-12-13-eerstekamer-3.u10,GroenLinks,2021,"Voorzitter. Dan nog enkele specifieke opmerkingen over de onderscheiden wetsvoorstellen. Het Belastingplan 2022 bevat een aantal aanpassingen die de koopkracht voor 2022 moeten ondersteunen. Dat blijkt geen vetpot. Voor 2022 stonden de meeste huishoudens al op nul of in de min. Daar speelt de oplopende inflatie nu een belangrijke rol bij. Die loopt harder op dan gedacht, dus de oude koopkrachtcijfers zijn inmiddels versleten. Wat is de laatste stand van zaken en welke nadere acties overweegt het kabinet voor 2022? Wat zou er nog kunnen als er een nieuw kabinet is aangetreden? Waarom is het wel mogelijk dat het kabinet op de valreep een incidentele suppletoire wet op de begroting 2022 van OC&W indient om een schilderij van Rembrandt aan te kopen, maar blijft het demissionaire kabinet hier zwijgen? Voorzitter. De politieke symboliek schuilt naar mijn oordeel erin dat zelfs een kabinet met CDA en VVD in deze tijd tot de conclusie heeft moeten komen — en dat is goed nieuws — dat het oude politieke project van fiscale competitie op de belasting op inkomen uit kapitaal en vermogen ten einde is. We gaan echt een ander tijdperk in. De heer Van Kesteren zei dat al. We gaan een decennium in waarin ook Nederland een fenomenale duurzame transitie staat te wachten en waarin het grote vraagstukken van ongelijkheid te lijf moet gaan. Het sturen en ondersteunen van duurzame markten en groene ondernemingen en het bieden van tegenwicht aan ongelijke processen van met name vermogensverwerving, behoren bovenaan de fiscale agenda te staan. Ik vier dit wetsvoorstel daarom als de impliciete erkenning daarvan en ik nodig de staatssecretaris uit — hij is toch aan het einde van zijn demissionaire Latijn, dus dat kan best — hier dan ook maar positief op te reageren.",4,2,1,1,1,2,1
38,ParlaMint-NL_2018-01-16-tweedekamer-7.u158,VVD,2018,"Zal ik even iets over het protocol zeggen? Kijk, tot nu toe is het er nog niet gekomen. Ik lees daar van alles over en u leest dat ook. Is dat heel relevant? Ik zou het volgende willen zeggen. Ik heb hier geschiedkundig niet heel veel tijd aan besteed, maar in mijn waarneming is het kabinet hiervoor — ik zat daarin, dus ik mag daar best wat van zeggen — of het departement waar ik nu zit — ik heb het dus op allerlei manieren ook over mijzelf — in de demissionaire periode gewoon weinig ontvankelijk geweest voor voorstellen. Het heeft niet het mandaat gevoeld om knopen te kunnen doorhakken. Daardoor heeft dit geen tractie gekregen, om maar eens een modernisme te gebruiken — ik probeer af en toe modern te zijn. Dat is gebeurd. Ligt het dan aan de formatie? Nou, het ligt in elk geval niet aan de formerende partijen; laten we daar helder over zijn. Maar er is in die demissionaire periode gewoon onvoldoende mandaat gevoeld om te zeggen: dit wel, dat niet, zus en zo.",1,1,1,1,1,1,1
39,ParlaMint-NL_2022-01-20-tweedekamer-5.u92,D66,2022,"Ik heb nog één kort punt voordat ik bij de moties kom. Mevrouw Leijten vroeg wat ik vind van het idee om ook juridische procedures rond de taxonomie te starten. Ik geloof zelf dat we nu in de fase zitten waarin lidstaten met elkaar in onderhandeling zijn over de taxonomie, maar ook breder over het ""Fit for 55""-pakket. We moeten alle mogelijke middelen en manieren inzetten om het maximale uit de onderhandelingen te halen, niet alleen in het belang van Nederland maar ook in het belang van een goed Europees klimaatbeleid. Voorzitter. Dan de moties. De eerste motie, op stuk nr. 905, is van mevrouw Leijten. Zij verzoekt om te proberen een coalitie op te bouwen met gelijkgezinde lidstaten, zodat dit hele voorstel sneuvelt. Ik moet deze motie ontraden, omdat ik natuurlijk op pad ben gestuurd met eerdere uitspraken van de Kamer waarin Nederland positief is ten aanzien van de opname van kernenergie in de taxonomie en zeer kritisch ten aanzien van de opname van aardgas. De motie-Erkens cum suis op stuk nr. 906 verzoekt het kabinet om in Europa te pleiten voor een snelle acceptatie van kernenergie. Ook hier wijs ik op de dubbele opdracht: kernenergie onder voorwaarden, maar aardgas bij voorkeur niet.",1,1,1,1,1,1,1
40,ParlaMint-NL_2020-05-26-tweedekamer-23.u101,PvdD,2020,"De Monitor Brede Welvaart laat zien dat in 2019 een aantal bedroevende milieu- en biodiversiteitsontwikkelingen gaande zijn. Het stikstofoverschot behoort tot de hoogste in Europa, het aandeel hernieuwbare energie tot de laagste. Verder geven op één neutrale ontwikkeling na alle indicatoren het beeld van een dalende biodiversiteit. Er zijn recordhoeveelheden biomassa en metalen ingevoerd, waaronder invoer van metaal uit de armste landen. We voeren opnieuw de grootste hoeveelheid biomassa in van de EU. Meer dan vorig jaar. En ook nam onze broeikasgasvoetafdruk weer toe. Voorzitter. De conclusie moet helaas zijn dat we niet minder doping zijn gaan gebruiken maar meer. De broeikasgasvoetafdruk is immers gestegen ten opzichte van 2018 en er is meer afgewenteld op later en elders.",1,2,4,1,4,2,1
41,ParlaMint-NL_2020-02-18-tweedekamer-34.u78,GroenLinks,2020,"Nou, mevrouw de voorzitter, dat kunnen we best uitleggen. Soms is het juist heel efficiënt om zaken Europees te regelen, bijvoorbeeld bij defensie of bij migratie. Door in de EU samen te werken, incasseer je schaalvoordelen en bespaar je geld op de nationale begroting. Soms ook is het om andere redenen beter om zaken Europees te regelen, bijvoorbeeld omdat er anders binnen de Unie freeriders opdoemen: landen die wel profiteren van, maar niet meebetalen aan gemeenschappelijke regelingen en rekeningen. Migratiemanagement en klimaatbeleid zijn daar voorbeelden van.",3,2,1,1,1,1,1
42,ParlaMint-NL_2022-01-19-tweedekamer-6.u7,VVD,2022,"Het is gewoon waar dat er behoorlijk besteed wordt op terreinen waar dat ook echt leidt tot langdurige investeringen. Dat is gewoon waar. Die ruimte is er in begrotingszin, maar het leidt er wel toe dat we in 2025 met de staatsschuld nog steeds uitkomen binnen de 60%. Dat betekent dat er de komende jaren alle ruimte is om een grote klap à la corona op te vangen, als die zich zou voordoen. Die ruimte is er echt. We hebben in de afgelopen jaren gezien hoe belangrijk dat is. Daar ben ik het geheel mee eens. Ik vind ook echt dat we die les in Europa hebben gezien. Wat was het probleem in de afgelopen jaren met landen als Italië en Frankrijk? Dat daar te weinig hervormd werd. Je ziet nu dat in de landen waar niet alleen investeringen plaatsvinden langs de lijn van groen en digitaal, maar waar ook de hervormingen plaatsvinden die allang op de plank lagen in de landenspecifieke aanbevelingen, de economische groeiruimte toeneemt. Dat zie je zeker in Italië, Portugal, Spanje en Griekenland. Ik ben in die zin, eerlijk gezegd, positief over hoe de eurozone hier als geheel uit kan komen.",3,1,1,1,1,1,1
43,ParlaMint-NL_2021-10-27-tweedekamer-8.u297,VVD,2021,"Er ligt bijvoorbeeld van de staatssecretaris van IenW een heel duidelijk en uitgebreid duurzaamheidskader, van alweer een tijd geleden. Daarmee lopen we echt voorop ten opzichte van andere landen. We stellen daarin heel strenge eisen, om de zorgen die mevrouw Teunissen en heel veel andere mensen hebben over biomassa in te kunnen kaderen. Dan de signalen die mevrouw Teunissen opvangt, bijvoorbeeld uit Estland of van waar dan ook. De reden waarom antwoorden lang duren, is omdat mijn ministerie het tot achter de komma uitgezocht wil hebben en niet alleen maar vanaf papier aanneemt dat het zo is. Ze bellen en gaan ernaartoe om uit te zoeken hoe het precies zit, zodat we elke keer weer kunnen laten zien dat we binnen onze eigen duurzaamheidskaders blijven en dat we dat op een manier doen die gunstig is voor de transitie. We praten over biomassa alsof dat maar één ding is. Je hebt lage temperatuur biomassa, je hebt hoge temperatuur biomassa en je hebt hoogwaardige biomassa. Wat betreft lage temperatuur hebben we overigens al met elkaar afgesproken dat er een afbouwpad komt. Dat was een wens die was ingediend door D66, waar een meerderheid van de Kamer voor was. We hebben gezegd: laten we dat dan zinnig vormgeven, zodat ze de doelen wel kunnen halen op een kostenefficiënte wijze. De Kamer heeft toen gezegd: dat is niet een onderwerp dat je demissionair mag bespreken, dus we wachten tot er een nieuw kabinet is.",3,1,2,1,2,1,1
44,ParlaMint-NL_2021-06-22-eerstekamer-8.u3,GroenLinks,2021,"Het is alweer twaalf jaar geleden dat de stichting Natuur & Milieu samen met Eneco en OMA, het bureau van Rem Koolhaas, hun visie op wind op zee uitbrachten. Dat was een hele mooie, ambitieuze visie, met de opdracht om de potentie van wind op de Noordzee te onderzoeken en te bewijzen dat er in 2050 evenveel energie opgewekt kan worden met wind op zee, dus duurzaam, als uit fossiele bronnen. Ondertussen is daaruit de samenwerking Zeekracht voortgekomen. Dat werd een van de drijvende krachten achter de windparken op zee. Het staat aan de basis van het energieakkoord en het adviseerde de Europese Unie om voort te maken met wind op zee en de ambitie om te komen tot 300 gigawatt op de Noordzee in 2050. De Nederlandse WindEnergie Associatie heeft dat ambitieuze plan inmiddels naar een nog hoger niveau gebracht, met als gevolg dat we nu de mogelijkheid van subsidievrije windparken op zee hebben. In tegenstelling tot wat soms wordt gedacht, weet ik dat GroenLinks en de PvdA in soms lastige discussies en dilemma's hierin keuzes durven te maken. Want de uitdagingen waar we voor staan in de energietransitie gaan gepaard met moeilijke keuzes, zowel op financieel gebied als op ecologisch gebied. Wind op zee is cruciaal voor de aanpak van klimaatverandering en onze energietransitie.",3,1,2,1,2,2,1
45,ParlaMint-NL_2018-02-08-tweedekamer-6.u226,CDA,2018,"Dan heb ik nog een laatste vraag van de heer Van Rooijen over de buitengewone gebeurtenissen bij het begrotingsbeleid. Het maakt onderdeel uit van het sixpack, maar bij buitengewone gebeurtenissen — het is eerder langsgekomen — gaat het in de praktijk echt wel over buitengewone gebeurtenissen. Wat bedoelen we dan? Natuurrampen, terrorisme, dat soort zaken. Dan vroeg de heer Azarkan nog naar politieke legitimiteit. Ik ben het met hem eens dat democratische legitimiteit en controle van de Europese Rekenkamer belangrijk zijn. Ik ga zo meteen nog wat zeggen over de ingediende motie, geïnspireerd door het debat van gister met de heer Snels. Met het oog op de relatie tussen EMU en democratische legitimiteit ziet het kabinet dus ook een belangrijke rol — dat zal de heer Azarkan niet verbazen — voor de nationale parlementen. Dat is ook precies de reden dat wij willen dat de besluitvorming met unanimiteit binnen het ESM en het ESF behouden blijft.",1,1,1,1,1,1,1
46,ParlaMint-NL_2018-06-05-tweedekamer-2.u2,PVV,2018,"Ten eerste. Het aantal gevallen van cybercriminaliteit blijft toenemen. Ten tweede. Vele zaken blijven op de plank liggen, ondanks het feit dat er wel degelijk opsporingsindicaties zijn. Ten derde. Vaak wordt volstaan met een zogenoemde korte klap, oftewel niet alles wordt uit de kast gehaald om de criminelen op te pakken in bijvoorbeeld de grootschalige drugshandel, maar alleen de zogenoemde kleine vissen worden gepakt.",1,1,1,1,1,1,1
47,ParlaMint-NL_2018-09-19-tweedekamer-2.u27,VVD,2018,"De heer Wilders kondigt een wetsvoorstel aan, dus daar wil ik graag meer over weten. Kijk, onderdrukking in Nederland, vrouwen die onderdrukt worden, homo's die onderdrukt worden in naam van de islam, dat kan niet. Daar zullen wij tegen optreden. Daar zal ik straks ook het nodige over zeggen, maar de heer Wilders maakt het breder. Eerder wilde hij al de koran verbieden en moest de politie in boekenkasten kijken bij brave mensen.",1,1,1,1,1,1,1
48,ParlaMint-NL_2021-04-21-tweedekamer-8.u14,CDA,2021,"Voorzitter. De minister zegt in haar brief dat er na de uitspraak geen mogelijkheden zijn om in beroep te gaan. Alleen een wijziging van de Verordening technische maatregelen kan volgens haar nog soelaas bieden, maar die wordt de komende periode niet verwacht. Gaat de minister dit afwachten of gaat ze concreet inzetten op een zo spoedig mogelijke wijziging van deze verordening? Ziet zij bijvoorbeeld mogelijkheden om daar in het kader van de Green Deal werk van te maken?",1,1,1,1,1,2,1
49,ParlaMint-NL_2020-11-24-tweedekamer-26.u104,VVD,2020,"Naast het Europese aspect kunnen wij ons ook in eigen land zo goed mogelijk voorbereiden op de brexit. Ook de tuinbouw is afhankelijk van goede handelsafspraken. Omdat gewerkt wordt met versproducten is iedere vorm van vertraging aan de grens te veel. Alleen al de export van kasgroenten is verantwoordelijk voor zo'n 50.000 vrachtwagens per jaar, waar 300.000 gezondheidscertificaten voor nodig zijn. We hebben in Nederland prachtige landschappen. Dat is iets om zuinig op te zijn, want natuur is belangrijk voor de biodiversiteit, voor het aanzicht van ons land, voor ons welzijn en voor recreatie. Groen in de stad is hard nodig, want als gevolg van klimaatverandering zullen steden steeds vaker te maken krijgen met overstromingen, hitte en droogte. Juist in de stedelijke omgeving heeft groen daarom een enorme meerwaarde. De aandacht die men in de stad zelf heeft voor groen, steekt helaas vaak schril af bij de zorg voor de natuur die men op het platteland heeft. Zelfs de meest milieubewuste stedelingen in deze Kamer hebben een achtertuin die nog het meeste wegheeft van een betegelde vlakte. In de komende jaren is de Floriade van 2022 met als thema Growing Green Cities een nieuw ijkpunt om onze groene innovaties aan de wereld te laten zien. Tot die tijd is het belangrijk dat wij vergroening en natuurinclusief bouwen de aandacht blijven geven die zij verdienen.",2,1,1,1,3,1,1
