bloc,subject,count
Center,belgië,3
Center,benelux,1
Center,koning,1
Center,monumentenstatus,1
Center,duurzaamheidsambitie,2
Center,taak,1
Center,opmerking,2
Center,college,1
Center,temperatuur,1
Center,kritiek,1
Center,overheden,1
Center,vn-klimaatrapport,1
Center,fractieleider,1
Center,dreiging,1
Center,overschotot,1
Center,begrotingsbehandeling,2
Center,koksopleiding,1
Center,kwalificatiedossiers,1
Center,kernenergieprojecten,1
Center,kerncentrale,1
Center,fietspad,2
Center,producent,2
Center,test,2
Center,vraagstuk,5
Center,tariefverhoging,1
Center,belasting,4
Center,diesel,1
Center,prijskaartje,1
Center,invloed,2
Center,bedrag,1
Center,urgent,1
Center,vliegbelasting,2
Center,vestigingsklimaat,1
Center,initiatiefnota,1
Center,missie,1
Center,volksstam,1
Center,armoede,1
Center,overstroming,1
Center,oogsten,1
Center,bevolkingsgroe,1
Center,titel,1
Center,voorstander,1
Center,amendement,9
Center,palmolie,1
Center,eigenschapp,1
Center,ipcc,2
Center,dood,1
Center,leider,1
Center,parijs,1
Center,lijn,1
Center,externaliteit,1
Center,omgekeerde,1
Center,uitgangspunt,2
Center,lastenverdeling,2
Center,afvalstoffenbelasting,1
Center,kostencomponent,1
Center,fundament,2
Center,werk,2
Center,transitiewet,1
Center,woord,1
Center,uitbreiding,1
Center,woningbouw,1
Center,pakket,4
Center,onderbesteding,1
Center,conflict,1
Center,vervuiler,2
Center,communicatie,1
Center,indiener,1
Center,krant,1
Center,exportkansen,1
Center,moment,2
Center,klimaatplan,6
Center,artikel,5
Center,klimaatcommissie,1
Center,verhouding,2
Center,elektriciteitsproductie,1
Center,rekening,1
Center,akkoord,4
Center,fijnstofuitstoot,1
Center,overlast,1
Center,frits,1
Center,schouder,1
Center,buurland,1
Center,rusland,4
Center,verbranding,1
Center,d66-fractie,3
Center,zwaluw,1
Center,lucht,2
Center,waterschappen,1
Center,pulsvissen,1
Center,donderdag,1
Center,technologie,1
Center,kamerbreed,1
Center,kabinet-rutte/asscher,1
Center,bangmaker,1
Center,baan,1
Center,bedoeling,1
Center,saudi-arabië,1
Center,landbouwmethoden,1
Center,standaarid,1
Center,bijenstrategie,1
Center,toekomstvisie,1
Center,milieuvervuiling,1
Center,pvdafractie,1
Center,voedselproductie,3
Center,handtekening,2
Center,palmolieboeren,1
Center,certificeringsinstelling,1
Center,duurzaamheidskader,1
Center,handelingsvermog,1
Center,conditionaliteit,1
Center,dier,2
Center,duurzaamheidsconferentie,1
Center,vernietiging,1
Center,kindarbeid,1
Center,arbeidsrecht,1
Center,motie-wassenberg,1
Center,slag,1
Center,natuurramp,2
Center,kernwapen,1
Center,biokerosine,1
Center,gedachte,1
Center,invest-nl,2
Center,stel,1
Center,terugverdieneffect,1
Center,regen,2
Center,combinatie,1
Center,inlener,1
Center,hectare,1
Center,eindresultaat,1
Center,schets,1
Center,rest,2
Center,ophef,1
Center,tweede,1
Center,kennisinstelling,1
Center,vn-rapport,1
Center,daadkracht,1
Center,branche,1
Center,voorbereiding,2
Center,financieringsmogelijkheid,1
Center,voorbehoud,2
Center,wlzindicatiestelling,1
Center,subsidiepot,1
Center,stikstofwinst,1
Center,voorziening,1
Center,energiewet,1
Center,centrale,5
Center,planeet,1
Center,spreker,2
Center,klimaatmodel,3
Center,explosie,1
Center,duim,1
Center,vakmens,1
Center,energiebedrijven,1
Center,natuurindicatoren,1
Center,groendienst,1
Center,memorie,1
Center,natuurvisie,2
Center,reductiedoelstelling,1
Center,coheffing,1
Center,aanbeveling,1
Center,kwetsbaarheid,1
Center,suggestie,1
Center,vuurrood,1
Center,stikstofcrisis,3
Center,trucs,1
Center,bereikbaarheid,1
Center,geheug,1
Center,klimaatvraagstuk,2
Center,spreiding,1
Center,wendbaarheid,1
Center,beest,1
Center,methoid,1
Center,gouverneur,1
Center,fijnstof,1
Center,dossier,1
Center,dynamiek,1
Center,software-update,1
Center,update,1
Center,motivatie,1
Center,langetermijnambitie,1
Center,boeren,1
Center,stikstofemmer,1
Center,natuurvergunning,1
Center,depositie,1
Center,deba,1
Center,interactie,1
Center,opgaf,1
Center,teeltgemeente,1
Center,coffeeshop,1
Center,docent,1
Center,terrein,2
Center,energievorm,1
Center,cdafractie,4
Center,klimaatprobleem,3
Center,lastendruk,1
Center,politiek,1
Center,emissiereductie,1
Center,expert,1
Center,grondslag,3
Center,wltpomzetting,1
Center,tariefstijging,1
Center,meetsysteem,1
Center,lastenverzwaring,1
Center,sde+,1
Center,stikstofdeken,1
Center,uitgavengroei,1
Center,staal,1
Center,klimaatjongeren,1
Center,mkb-toets,1
Center,houtkachel,1
Center,resthout,1
Center,adressering,1
Center,timingissue,1
Center,ceta,4
Center,forum,4
Center,boomp,1
Center,redenering,2
Center,conclusie,1
Center,contrast,1
Center,investeerder,1
Center,diversificatie,1
Center,energiecentrale,1
Center,leveringszekerheid,4
Center,co-beprijzingssysteem,1
Center,aanvoer,1
Center,epbc,1
Center,co2-heffing,1
Center,zeevaarthaven,1
Center,odewijziging,3
Center,bedrijven,2
Center,sde-subsidiëring,1
Center,begroting,1
Center,corporaties,1
Center,bedreiging,1
Center,india,2
Center,nederlands,3
Center,conceptklimaatplan,2
Center,papier,2
Center,stikstofmaatregel,2
Center,knmi,2
Center,deltacommissaris,1
Center,lozing,1
Center,kernvraag,1
Center,overlegorgan,1
Center,novi,1
Center,regeldruk,1
Center,hamvraag,1
Center,woordvoerder,1
Center,brit,1
Center,vergunningverlener,1
Center,energienetwerk,1
Center,onderzoeker,1
Center,element,1
Center,activiteitenbesluit,1
Center,detail,1
Center,halfjaar,1
Center,canada,7
Center,duurzaamheidsmaatregeal,1
Center,investeringsverdrag,3
Center,sell-out,1
Center,hoofdstukk,1
Center,redelijkheid,1
Center,duurzaamheidsparagra,1
Center,kwestie,1
Center,dierwelzijn,1
Center,duurzaamheidshoofdstukk,1
Center,ambitieniveau,1
Center,handelssanctie,1
Center,bevordering,1
Center,duurzaamheidsafsprak,1
Center,beslissing,1
Center,gehandicaptensector,1
Center,comités,1
Center,beker,1
Center,hans,1
Center,crux,1
Center,uitkering,1
Center,verzorger,2
Center,verpleeghuis,1
Center,bestaanszekerheid,1
Center,wajonger,2
Center,monitor,3
Center,coronamaatregele,1
Center,sein,1
Center,fase,1
Center,stikstofprobleme,1
Center,niet-regelbaar,1
Center,contact,1
Center,woningbouwcorporatie,1
Center,urgendavonnis,1
Center,klimaatklapper,1
Center,emissierecht,1
Center,gebiedje,1
Center,beleidsterreinen,1
Center,biodiversiteitsverdrag,1
Center,natuurnetwerk,1
Center,herstelfonds,1
Center,hervorming,1
Center,rits,1
Center,randvoorwaard,2
Center,footprint,1
Center,streep,1
Center,pleidooi,1
Center,vervuiling,1
Center,marktmacht,1
Center,koopkracht,1
Center,toerisme,1
Center,misverstand,1
Center,groepsgrootte,1
Center,snelheid,1
Center,mazzucato,1
Center,aanvrag,1
Center,regenwoud,1
Center,marktconsultatie,1
Center,werkprogramma,1
Center,snelweg,1
Center,sde-overschotten,1
Center,rondetafelgesprek,1
Center,afval,1
Center,autobrief,1
Center,nota,1
Center,groen,1
Center,luchtvervuiling,1
Center,kanstrajecte,1
Center,ontwikkelingsland,1
Center,sea-protocollen,1
Center,oda-budget,1
Center,kasschuif,1
Center,eu-handelsakkoorden,2
Center,relatie,1
Center,spanning,1
Center,soja,1
Center,productie-ei,1
Center,ngo's,1
Center,klachtenmechanisme,1
Center,laag,1
Center,vertragingsrente,1
Center,hoofdinzet,1
Center,klantrelatie,1
Center,inspectie,1
Center,schoen,1
Center,verkiezing,1
Center,jaap,1
Center,huurprijsstijging,1
Center,woningverbetering,1
Center,wooncomfort,1
Center,nieuwbouwprijze,1
Center,bouwkost,1
Center,beleidskeuzes,1
Center,leveringsissue,1
Center,faliekant,1
Center,link,1
Center,ammoniak,1
Center,stikstofprobleem,1
Center,autobezit,1
Center,arts,1
Center,bestuurslag,1
Center,gemeenteraad,2
Center,formatie,3
Center,actieplan,1
Center,biogr,1
Center,jaarverplichting,2
Center,urgendamaatregel,1
Center,omslag,1
Center,context,1
Center,bestuur,1
Center,weesp,1
Center,evaluatierapport,1
Center,etsprijs,4
Center,prijspad,1
Center,nieuw,1
Center,karen,1
Center,ideologie,1
Center,rabbijn,1
Center,klimaataanpak,1
Center,doorrekeninge,1
Center,opname,1
Center,kernenergiecentrale,1
Center,mechanisme,2
Center,compromisvoorstel,1
Center,uitrol,1
Center,engelsen,1
Center,vergroening,1
Center,uniedatabank,1
Center,biogrondstof,1
Center,meerderheid,1
Center,rook,2
Center,transitieperiode,1
Center,woonvisie,1
Center,coronacrisis,1
Center,moeilijkheidsgraad,1
Center,invest,1
Center,kunst,1
Center,vermogenspositie,1
Center,voorjaarsnota,1
Center,bodemkwaliteit,1
Center,schepping,1
Center,facett,1
Center,directie,1
Center,woonproject,1
Center,opinieonderzoek,1
Center,isolatieglas,1
Center,stikstofdossier,2
Center,urgendaopdracht,1
Center,grondoorzaak,2
Center,diersoorten,1
Center,najaar,1
Center,vn-biodiversiteitstop,1
Center,informatievoorziening,1
Center,overzicht,1
Center,dertigledendebat,1
Center,schuldenproblematiek,1
Center,kinderen,1
Center,ongelijkheid,1
Center,kansenschuld,1
Center,terminal,1
Center,saba,1
Center,blue,1
Center,grondhouding,1
Center,compensatiemechanismes,1
Center,klimaatambitie,1
Center,klimaatnota,1
Center,autofabrikant,1
Center,benzine,1
Center,verandering,2
Center,industriepolitiek,4
Center,reizigers,1
Center,filosofie,3
Center,overheidsbemoeienis,1
Center,treinverkeersleider,1
Center,uitstroom,1
Center,belastingplan,1
Center,boekwerk,1
Center,onderwijs,1
Center,leraar,1
Center,strijd,1
Center,commissaris,1
Center,cop26,1
Center,deeltijdontslag,1
Center,bestrijder,1
Center,gezondheidseffect,1
Center,engels,1
Center,raaigras,1
Center,buitengebied,1
Center,afrika,2
Center,fiscus,1
Center,pagina,1
Center,woongeld,1
Center,horeca,1
Center,waarschuwing,1
Center,felicitatie,1
Center,volgorde,1
Center,lakmoesproef,1
Center,taxonomievoorstel,1
Center,conceptvoorstel,1
Center,grootverbruikers,1
Center,uitgavengeld,1
Center,schoolvoorbeeld,1
Center,kloof,1
Center,middengroep,1
Center,realisme,1
Center,energie-innovatie,1
Center,aansturing,1
Center,uitvoeringsoverlegg,1
Center,juridificering,1
Center,kamerbrief,1
Center,overtuiging,1
Center,vijver,1
Center,biogrondstoffen,1
Center,overheidhulp,1
Center,medeoverhid,1
Center,verhaal,1
Center,kamerlid,1
Center,instellingswet,1
Center,verlies,1
Center,inflatie,1
Center,langetermijnrisico's,1
Center,aanplant,1
Center,stuk,1
Center,gasverbruik,1
Center,opwekker,1
Center,energiestrategie,1
Center,ipcc-rapport,2
Center,hoogte,1
Center,relevantie,1
Center,huisarts,1
Center,gynaecoloog,1
Center,bakker,1
Center,btwverlaging,1
Center,persoon,1
Center,volt,1
Center,thema,1
Center,solidariteitsheffing,1
Center,brief,1
Center,essentie,1
Center,eu-lidstaten,1
Center,krimp,1
Center,flexbouw,1
Center,herstel-,1
Center,claim,1
Center,bodemdaling,1
Center,warhoop,1
Center,instantie,1
Center,garantie,1
Center,eindgebruiker,1
Center,klimaatrede,1
Center,spelregel,1
Center,havenbedrijf,1
Center,angst,1
Center,groene-energiedrager,1
Center,staatsagent,1
Center,imvo,1
Center,voedselveiligheid,1
Center,community,1
Center,landbouwmiljarden,1
Center,methodologie,1
Center,burgerfora,1
Center,convention,1
Center,wilders,2
Center,druk,1
Center,broeikasgasuitstoot,1
Center,veedichtheid,1
Center,uitzonderingspositie,1
Center,energietoeslag,1
Center,omschrijving,1
Center,trade,1
Center,duurzaamheidshoofdstuk,1
Center,hoop,1
