original_index,party,year,source_file,pages,text,relevance_reason,climate_topics,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization,dominant_frame,dominant_frame_score,n_frames_present,has_parse_failure
48,bbb,2023,bbb-2023.pdf,115-119,"We dringen het gebruik van fossiele brandstoffen verder terug door in te zetten op gebruik van duurzame en schone energie, zonder dat dit leidt tot oneerlijke concurrentie of de betaalbaarheid van energie onevenredig onder druk zet. Onze laatste meest moderne kolencentrales worden niet gesloten zolang daar geen betrouwbare alternatieven voor in de plaats zijn gekomen, zoals kernenergie. De stroomproductie uit wind en zon fluctueert veel te sterk (op alle tijdschakelaars van minuut tot jaar) om alle continu producerende systemen te vervangen. We stoppen nieuwe projecten om wind op land te realiseren. De ontwikkeling van nieuwe windturbineparken op zee temporiseren we en ook de bouw van nieuwe windturbineparken op zee zal gestopt worden, afhankelijk hoe snel alternatieve vormen zonne- en kernenergie en biogas opgeschaald kunnen worden. We willen dat bedrijven, daar waar elektrificatie geen haalbare optie is, verduurzamingsinvesteringen gaan doen in bijvoorbeeld geïmporteerde waterstof om te voorkomen dat een te groot deel van onze Noordzee volgebouwd zal worden met windturbines.","Beschrijft energietransitiebeleid met standpunten over fossiele brandstoffen, hernieuwbare energie en CO2-reductie","fossiele brandstoffen, duurzame energie, kernenergie, windenergie, zonne-energie, waterstof, energietransitie",4,2,2,2,1,2,2,economic,4,1,False
49,bbb,2023,bbb-2023.pdf,115-119,We zijn voor een CO2-heffing op transport van producten bij de import naar de EU.,Betreft directe CO2-beleidsmaatregel voor emissiebeperking,"CO2-heffing, emissies",2,1,1,1,2,1,1,economic,2,0,False
50,bbb,2023,bbb-2023.pdf,115-119,"We investeren in onderzoek en innovatie op het gebied van duurzame energie. Denk aan nucleaire energie, waterstof, ammoniak, methanol en biogas. Tevens kunnen we ook denken aan middelgrote kerncentrales, getijdenstroom, waterkrachtcentrales, aardwarmte en waterwarmte. Alle initiatieven die, eventueel met opstartsteun van publieke middelen, door privaat initiatief tot stand kunnen komen. Lokale biomassa reststromen die bijvoorbeeld vrijkomen bij regulier bosbeheer, kunnen voor kleinschalige lokale energieopwekking worden benut. Overige grootschalige biomassa vinden wij niet duurzaam. Wij zijn dus tegen de import van grootschalige biomassa en te verbranden afval.",Behandelt investeringen in duurzame energietechnologieën als onderdeel van energietransitie,"duurzame energie, kernenergie, waterstof, biogas, biomassa, energietransitie, hernieuwbare energie",4,1,2,1,1,1,2,economic,4,1,False
51,bbb,2023,bbb-2023.pdf,115-119,"We investeren in kernenergie als een bron van duurzame energie door de huidige nieuwbouw van geplande kerncentrales te versnellen en aan te vullen met kleine SMR (small modular reactors), zodat we 24 uur per dag elektriciteit, waterstof en warmte kunnen produceren waarbij we reactoren op strategische plekken plaatsen om zo het transport van deze energie tot een minimum te houden.",Beschrijft kernenergie-investeringen als onderdeel van duurzame energiestrategie,"kernenergie, duurzame energie, waterstof, energietransitie",2,1,2,4,1,2,1,security,4,1,False
52,bbb,2023,bbb-2023.pdf,115-119,"We zetten in op lokale energieopwekking en gebruik door boeren, burgers en bedrijven door het decentraliseren van de opwekking, opslag en de distributie van duurzame energie.",Behandelt decentralisatie van duurzame energieproductie als onderdeel van energietransitie,"duurzame energie, energietransitie, lokale energieopwekking",1,1,1,1,1,1,1,economic,1,0,False
53,bbb,2023,bbb-2023.pdf,120-121,"De bevolking van Afrika zal meer dan verdubbelen tegen 2050 en is in rap tempo aan het industrialiseren. Ondertussen heeft het continent grote hoeveelheden edelmetalen en zullen de gevolgen van klimaatverandering en voedselproductie groter maken. Landen als Rusland en China zien het grote belang van Afrika en koloniseren de strategisch relevante gebieden. Zichzelf respecterende democratische landen zullen daar een antwoord op moeten hebben. BBB wil daarom investeren in, en relaties verbeteren met, Afrika.",De passage verbindt klimaatverandering expliciet aan geopolitieke strategieën en ontwikkelingssamenwerking met Afrika,"klimaatverandering, geopolitiek, ontwikkelingssamenwerking",1,1,1,4,2,1,2,security,4,1,False
54,bbb,2023,bbb-2023.pdf,121-123,De bevolking van Afrika zal meer dan verdubbelen tegen 2050 en is in rap tempo aan het industrialiseren. Ondertussen heeft het continent grote hoeveelheden edelmetalen en zullen de gevolgen van klimaatverandering en voedselproductie groter maken.,Expliciet verwijzing naar gevolgen van klimaatverandering in Afrika,"klimaatverandering, Afrika, voedselproductie",1,1,2,1,3,2,1,health_environment,3,1,False
55,cda,2010,cda-2010.pdf,1-7,"De kabinetten Balkenende hebben ervoor gezorgd dat Nederland er op dit punt in de crisis in economisch en sociaal opzicht beter voor staat dan veel andere landen, maar toch zal er de komende jaren veel gedaan moeten worden: we zullen verder moeten bouwen aan een veilig en welvarend Nederland. We moeten dat slagvaardig, maar samen doen. Iedereen die mee kan doen, moet mee doen en mee kunnen doen. En wie niet in staat is mee te doen, moeten we adequaat beschermen en bij de maatschappij blijven betrekken. De komende jaren gaat het niet alleen om het op orde krijgen van de financiën en de criminaliteit strenger aan te pakken. Het CDA wil verder gaan. Het gaat ook om hoe wij met elkaar omgaan en hoe wij met de natuur omgaan. Dat betekent voor het CDA rekening houden met elkaar, bewuster consumeren en verantwoordelijk omgaan met de ruimte om ons heen.",Benoemt bewuster consumeren en verantwoordelijk omgaan met natuur en ruimte als beleidsrichting,"duurzaamheid, bewust consumeren, natuurbeleid",2,3,1,2,2,2,2,moral,3,1,False
56,cda,2010,cda-2010.pdf,10-11,"De natuurlijke hulpbronnen die ons dagelijks leven in belangrijke mate bepalen zijn schaars en raken in sommige gevallen zelfs langzaam uitgeput. De leefruimte in de wereld, maar zeker ook in Nederland, wordt steeds beperkter. En ongeacht de discussie over de snelheid daarvan, zijn er onmiskenbaar wijzigingen in het klimaat als gevolg van menselijk handelen te onderscheiden. Naar de mening van het CDA noodzaken deze ontwikkelingen tot bezinning op de toekomstige inrichting van Nederland, maar het gaat verder: wij gaan nu al aan de slag met die toekomstige inrichting. Het CDA komt binnen afzienbare termijn tot uitvoerbare plannen met betrekking tot verduurzaming van energie, verantwoord gebruik van openbare voorzieningen, maar ook toekomstbestendige aanwending van de openbare ruimte.",Dit blok erkent expliciet klimaatverandering door menselijk handelen en kondigt plannen aan voor verduurzaming van energie.,"klimaatverandering, verduurzaming, energietransitie, natuurlijke hulpbronnen",1,2,2,2,2,2,2,moral,2,0,False
57,cda,2010,cda-2010.pdf,10-11,"Het CDA durft zich hardop uit te spreken voor groei, zij het: duurzame groei, die rekening houdt met de begrenzingen die milieu en natuur ons de komende decennia opleggen. Het CDA richt zich op vooruitgang, die ook voor de volgende generaties kansen biedt.","Dit betreft duurzame economische groei die rekening houdt met milieubegrenzingen, relevant voor klimaatbeleid en langetermijnvisie.","duurzame groei, milieubegrenzingen, intergenerationele rechtvaardigheid",2,2,1,1,2,2,2,economic,2,0,False
58,cda,2010,cda-2010.pdf,32-36,"Nederland en de EU moeten zich ervoor inzetten dat de Europese economische, sociale en ecologische waarden die gericht zijn op duurzame economische groei ook in de opkomende nieuwe economieën navolging vinden.",Verwijst naar ecologische waarden en duurzame economische groei in internationale context,"duurzame economische groei, ecologische waarden",3,2,1,1,1,1,1,economic,3,1,False
59,cda,2010,cda-2010.pdf,32-36,"Maatschappelijk Verantwoord Ondernemen (MVO) is belangrijk. Het laat zien dat ondernemingen behalve aandacht voor het rendement ook aandacht hebben voor mensen, milieu en maatschappij. MVO heeft betrekking op bovenwettelijke verplichtingen, maar mag niet vrijblijvend zijn. Dat betekent dat ondernemingen niet alleen gericht zijn op het belang van shareholders, maar op alle stakeholders. De continuïteit van ondernemingen moet weer centraal komen te staan. Het denken moet gericht zijn op duurzaamheid, wat betreft de omgeving (milieu), de klant en het product. De overheid kan deze verschillende vormen van duurzaamheid bevorderen door haar inkoop- en aanbestedingsbeleid. MVO werkt alleen wanneer ondernemingen zelf het MVO een nadrukkelijke plaats geven in de kernactiviteit van het bedrijf. Het primaat voor MVO ligt bij de ondernemingen zelf.",Behandelt MVO met expliciete aandacht voor milieu en duurzaamheid in bedrijfsvoering,"MVO, duurzaamheid, milieu, overheidsinkoop",2,3,1,1,2,1,1,moral,3,1,False
60,cda,2010,cda-2010.pdf,36-37,Het CDA is voorstander van minder belastingheffing op arbeid en winst (voordeel voor werkgelegenheid en economie) en meer op consumptie en milieuvervuilende activiteiten. De belastingdruk op activiteiten en consumptie in zowel de directe en indirecte belastingen dienen milieudruk te verdisconteren. Door de vergroening van het belastingstelsel kunnen de maatschappelijke kosten van milieuvervuilend gedrag worden meegenomen in de prijzen. Het maakt mensen bewuster bij het maken van keuzen en draagt bij,"Dit betreft expliciet milieubelasting en vergroening van het belastingstelsel om milieuvervuilend gedrag te ontmoedigen, wat een klimaatbeleidsinstrument is.","milieubelasting, vergroening belastingstelsel, milieuvervuiling",4,1,2,1,2,1,2,economic,4,1,False
61,cda,2010,cda-2010.pdf,50-54,"Het CDA zet in op een duurzame economische groei en een ecologisch verantwoorde markteconomie. De overheid kiest hierbij voor instrumenten die het meest bijdragen aan een doeltreffend ruimtelijk en milieubeleid, en die het sterkst appelleren aan de verantwoordelijkheid van burgers en bedrijven, zoals marktconforme instrumenten, zelfregulering en publieke kaders.",Vermeldt duurzame economische groei en ecologisch verantwoorde markteconomie als klimaatgerelateerde doelstellingen,"duurzaamheid, milieubeleid",4,2,1,1,1,1,2,economic,4,1,False
62,cda,2010,cda-2010.pdf,50-54,"Nederland kent prachtige landschappen. Mensen hechten waarde aan ruimte voor een bloeiende economie, goede woonomstandigheden, toegankelijke voorzieningen en een goed functionerend ecosysteem. Tegelijk eist het water ook ruimte en moet er aandacht zijn voor klimaatverandering. In het ruimtelijk beleid dient daarom een verstandige en integrale afweging gemaakt te worden tussen economische, ecologische en sociaal-culturele ontwikkelingen.",Noemt expliciet klimaatverandering als factor waarmee rekening gehouden moet worden in ruimtelijk beleid,"klimaatverandering, klimaatadaptatie, ruimtelijk beleid",2,1,1,1,2,1,1,economic,2,0,False
63,cda,2010,cda-2010.pdf,54-55,"De klimaatveranderingen leiden ertoe dat de normen voor bescherming tegen (zee- en rivier)water zonder extra maatregelen niet meer zullen worden gehaald. De kans op overstromingen neemt toe, en daarmee de kans op schade en bedreiging voor mens en dier. Het verleden dat Nederlanders met water hebben, schenkt vertrouwen voor de toekomst. Rivieren moeten waar noodzakelijk en mogelijk meer ruimte krijgen; water is medeordenend voor de ruimtelijke inrichting. Het werken aan veilige dijken en verbeterde kustwering verdient prioriteit, zodat er geen catastrofale rampen kunnen ontstaan als gevolg van extreme weersomstandigheden, bodemdaling en zeespiegelstijging. De Deltawet vormt hiervoor de wettelijke basis.",Dit gaat expliciet over klimaatverandering en de gevolgen daarvan voor waterbeheersing en klimaatadaptatie,"klimaatverandering, klimaatadaptatie, zeespiegelstijging, extreme weersomstandigheden, waterbeheersing",1,2,3,3,4,4,1,health_environment,4,4,False
64,cda,2010,cda-2010.pdf,57-58,"Het CDA wil schoner rijden en duurzame mobiliteit stimuleren op een techniekneutrale wijze, waarbij de overheid een doel stelt en burgers, ondernemingen of organisaties vrij zijn in de wijze waarop en met behulp van welke technieken zij dit doel bereiken. Daarom juicht het CDA de vernieuwingen op het gebied van schonere brandstof en motoren toe, zoals het gebruik van de elektromotor, en bussen die rijden op waterstof en groen gas.",Betreft duurzame mobiliteit en schonere transport technologieën inclusief elektromotoren en waterstof.,"duurzame mobiliteit, elektromotor, waterstof, schonere brandstof",1,1,1,1,2,1,2,health_environment,2,0,False
65,cda,2010,cda-2010.pdf,57-58,De mainports moeten internationaal leidend zijn op het gebied van duurzaamheid. Stimulering van innovatie en duurzame groei gaan daarbij hand in hand.,Betreft duurzaamheid van mainports in de context van economische ontwikkeling.,"duurzaamheid, mainports",4,1,1,1,1,1,1,economic,4,1,False
66,cda,2010,cda-2010.pdf,57-58,Het CDA streeft naar het verder ontwikkelen van een concurrerend en duurzaam Schiphol. Luchtvaart is in Nederland haast per definitie grensoverschrijdend en Europees en mondiaal moet er dan ook een gelijk speelveld zijn tussen landen en maatschappijen. Daar passen geen nationale luchtvaartspecifieke belastingen bij. Voor het optimaal vervullen van de maatschappelijke functie van Schiphol zijn duidelijke wet- en regelgevende kaders nodig. Kaders die duurzame economische groei mogelijk maken en tevens de leefkwaliteit (geluidshinder en luchtkwaliteit) van de omwonenden beschermen. Waar mogelijk verdient overeenstemming tussen alle betrokken partijen de voorkeur boven het opleggen van regels. Om de omwonenden tegen de geluidsoverlast te beschermen is een nieuw handhavingsinstrument nodig. Nederland zet zich in voor een belasting op kerosine in Europees en mondiaal verband.,Betreft duurzame luchtvaart en klimaatbeleid via kerosinebelasting in Europese context.,"duurzame luchtvaart, kerosinebelasting, duurzaamheid",4,2,2,1,4,1,2,economic,4,2,False
67,cda,2010,cda-2010.pdf,58-60,Nederland zet zich in voor een belasting op kerosine in Europees en mondiaal verband.,Kerosinebelasting is een klimaatbeleidsmaatregel gericht op CO2-reductie in de luchtvaartsector,"luchtvaart, CO2-reductie, klimaatbeleid",1,1,1,1,1,1,1,economic,1,0,False
68,cda,2010,cda-2010.pdf,58-60,"Er liggen tal van mogelijkheden voor de land- en tuinbouw om in te spelen op de uitdagingen op het gebied van klimaat, energie, voedsel en water.",Directe verwijzing naar klimaatuitdagingen in de landbouwsector,"klimaat, energie, landbouw",1,1,1,1,1,1,1,economic,1,0,False
69,cda,2010,cda-2010.pdf,58-60,"Het CDA wil ruimte geven voor ontwikkelingen zoals mestbewerking, duurzaam energiegebruik en precisielandbouw.",Duurzaam energiegebruik in de landbouw draagt bij aan klimaatdoelstellingen,"duurzame energie, landbouw, energietransitie",1,1,1,1,2,1,1,health_environment,2,0,False
70,cda,2010,cda-2010.pdf,59-61,"Biotechnologie bij planten kan een belangrijke rol spelen inzake wereldwijde voedselzekerheid, alsmede in de klimaatadaptatie van gewassen. Vanzelfsprekend moet genetische modificatie van planten voldoen aan het criterium dat deze veilig is voor mens, dier en milieu.",Explicit vermelding van klimaatadaptatie van gewassen als rol van biotechnologie,"klimaatadaptatie, landbouw",1,1,2,1,2,1,1,scientific,2,0,False
71,cda,2010,cda-2010.pdf,61-62,"Voor burgers, ondernemingen en instellingen is een stabiele en eerlijke prijs voor energie van belang. Dat is er dus één die conform het beginsel 'de vervuiler betaalt' de CO2-aantasting van het klimaat bevat (respectievelijk die kosten die nodig zijn om dit te voorkomen). Dit is een gezamenlijke verantwoordelijkheid van energiebedrijven en overheden. Om ook in de toekomst voldoende energie te hebben volgt het CDA de lijn van energietransitie: 1. besparing, 2. duurzame energie, 3. kernenergie en 4. fossiele energie met CO2-afvang en -opslag. Er liggen nog grote mogelijkheden in betere benutting van de warmte, die in Nederland wordt geproduceerd. Nederland zet daarom sterk in op benutting van restwarmte, onder andere door het verbinden van warmteaanbod en warmtevraag.","Dit behandelt direct CO2-aantasting van het klimaat, energietransitie, duurzame energie, kernenergie en CO2-afvang als klimaatbeleidsinstrumenten.","CO2-reductie, energietransitie, duurzame energie, kernenergie, CO2-afvang, energiebesparing",3,3,2,2,2,2,2,economic,3,2,False
